chr	start	end	TF	genic
chrI	229384	229385	Orc5	False
chrIV	253891	253892	Orc5	False
chrIV	46184	46185	Orc5	False
chrXII	513073	513074	Orc5	False
chrIV	86088	86089	Orc5	False
chrXIII	137332	137333	Orc5	False
chrIX	310723	310724	Orc5	False
chrV	145656	145657	Orc5	False
chrXI	153130	153131	Orc5	False
chrXVI	377466	377467	Orc5	True
chrIV	484012	484013	Orc5	False
chrXII	31576	31577	Orc5	True
chrVIII	168643	168644	Orc5	False
chrIII	131975	131976	Orc5	False
chrVIII	556013	556014	Orc5	False
chrXV	783393	783394	Orc5	False
chrXIII	183810	183811	Orc5	False
chrIX	33435	33436	Orc5	False
chrIII	294968	294969	Orc5	False
chrIII	39150	39151	Orc5	False
chrVII	64445	64446	Orc5	False
chrXIV	7716	7717	Orc5	False
chrX	228844	228845	Orc5	False
chrI	159982	159983	Orc5	False
chrV	498876	498877	Orc5	False
chrVII	286056	286057	Orc5	False
chrVI	167692	167693	Orc5	False
chrXV	309215	309216	Orc5	False
chrVII	888283	888284	Orc5	False
chrII	198434	198435	Orc5	False
chrXI	98427	98428	Orc5	True
chrV	287528	287529	Orc6	False
chrII	63365	63366	Orc6	False
chrVII	485107	485108	Orc6	False
chrIV	462597	462598	Orc6	True
chrXVI	695401	695402	Orc6	False
chrIX	245838	245839	Orc6	False
chrII	170240	170241	Orc6	False
chrIII	11264	11265	Orc6	False
chrIV	1502786	1502787	Orc6	False
chrVI	136038	136039	Orc6	True
chrV	498899	498900	Orc6	False
chrIV	753288	753289	Orc6	False
chrII	741775	741776	Orc6	False
chrXI	462996	462997	Orc6	False
chrVI	199472	199473	Orc6	False
chrI	215025	215026	Orc6	False
chrIII	14697	14698	Orc6	False
chrIII	39580	39581	Orc6	False
chrVIII	535596	535597	Orc6	False
chrXV	277721	277722	Orc6	False
chrXIII	137331	137332	Orc6	False
chrX	417342	417343	Orc6	False
chrXVI	819334	819335	Orc6	False
chrX	337371	337372	Orc6	False
chrV	287577	287578	Orc6	False
chrVII	659989	659990	Orc6	False
chrIV	212581	212582	Orc6	False
chrVIII	297094	297095	Orc6	False
chrVII	17913	17914	Orc6	False
chrVI	256376	256377	Orc6	False
chrIV	702889	702890	Orc6	False
chrVII	508896	508897	Orc6	False
chrIV	555390	555391	Orc6	False
chrXI	257943	257944	Orc6	False
chrII	486892	486893	Orc6	False
chrIX	247698	247699	Orc6	False
chrIII	292722	292723	Orc6	False
chrVIII	245802	245803	Orc6	False
chrIX	342020	342021	Orc6	False
chrVII	715233	715234	Orc6	False
chrVII	421268	421269	Orc6	False
chrXV	337472	337473	Orc6	False
chrXVI	384607	384608	Orc6	False
chrX	684074	684075	Orc6	False
chrXIV	738834	738835	Orc6	False
chrXII	289497	289498	Orc6	False
chrIV	1447421	1447422	Orc6	False
chrXII	659902	659903	Orc6	False
chrXVI	777087	777088	Orc6	False
chrXI	448187	448188	Orc6	False
chrIX	412080	412081	Orc6	True
chrX	442750	442751	Orc6	False
chrXI	213618	213619	Orc6	False
chrVIII	447828	447829	Orc6	False
chrXI	55855	55856	Orc6	False
chrXIII	31779	31780	Orc6	False
chrII	143704	143705	Orc6	False
chrIV	703019	703020	Orc6	False
chrXII	91488	91489	Orc6	False
chrII	237866	237867	Orc6	False
chrXV	167013	167014	Orc6	False
chrXI	448162	448163	Orc6	False
chrI	124515	124516	Orc6	False
chrX	683905	683906	Orc6	False
chrXI	642616	642617	Orc6	False
chrXIII	898014	898015	Orc6	False
chrXIV	499050	499051	Orc6	False
chrXV	1083826	1083827	Orc6	False
chrIX	247678	247679	Orc6	False
chrXI	642793	642794	Orc6	False
chrXVI	116603	116604	Orc6	False
chrXIV	546138	546139	Orc6	False
chrXI	581906	581907	Orc6	False
chrXV	656709	656710	Orc6	False
chrIV	702941	702942	Orc6	False
chrXV	908336	908337	Orc6	False
chrXIII	897892	897893	Orc6	False
chrII	486932	486933	Orc6	False
chrXI	417240	417241	Orc6	False
chrIV	1447401	1447402	Orc6	False
chrXIV	498961	498962	Orc6	False
chrXVI	418193	418194	Orc6	False
chrIV	462666	462667	Orc6	False
chrXIV	61671	61672	Orc6	True
chrIII	294798	294799	Orc6	False
chrIV	1240847	1240848	Orc6	False
chrII	591528	591529	Orc6	False
chrIX	341969	341970	Orc6	False
chrIX	438953	438954	Orc6	False
chrIV	913946	913947	Orc6	False
chrXVI	695511	695512	Orc6	False
chrII	622778	622779	Orc6	False
chrII	591313	591314	Orc6	True
chrXIV	499086	499087	Orc6	False
chrXVI	777148	777149	Orc6	False
chrIV	806116	806117	Orc6	False
chrXIV	499311	499312	Orc6	False
chrXIV	783180	783181	Orc6	False
chrIV	1447548	1447549	Orc6	False
chrVII	163255	163256	Orc6	False
chrX	442790	442791	Orc6	False
chrXII	450515	450516	Orc6	False
chrV	93990	93991	Orc6	False
chrX	113606	113607	Orc6	False
chrXIV	738729	738730	Orc6	False
chrVIII	7783	7784	Orc6	False
chrXV	436800	436801	Orc6	False
chrVII	715413	715414	Orc6	False
chrXIV	412437	412438	Orc6	False
chrXVI	633853	633854	Orc6	False
chrXIII	158934	158935	Orc6	True
chrXI	581965	581966	Orc6	False
chrXV	908240	908241	Orc6	False
chrIV	1353508	1353509	Orc6	False
chrXVI	43151	43152	Orc6	False
chrXII	243736	243737	Orc6	False
chrX	113788	113789	Orc6	False
chrXV	783470	783471	Orc6	False
chrXII	730491	730492	Orc6	False
chrI	42047	42048	Orc6	False
chrXIV	89745	89746	Orc6	False
chrXI	388885	388886	Orc6	True
chrIX	245775	245776	Orc6	False
chrXIII	286935	286936	Orc6	False
chrXII	928298	928299	Orc6	False
chrII	255073	255074	Orc6	False
chrXV	600926	600927	Orc6	False
chrIV	253804	253805	Orc6	False
chrXII	1064171	1064172	Orc6	False
chrIV	484033	484034	Orc6	False
chrIV	1302756	1302757	Orc6	False
chrVI	32910	32911	Orc6	False
chrI	159948	159949	Orc6	False
chrIV	46221	46222	Orc6	False
chrX	228817	228818	Orc6	False
chrXIII	159056	159057	Orc6	False
chrX	99657	99658	Orc6	False
chrVII	421223	421224	Orc6	False
chrXI	329847	329848	Orc6	False
chrXIV	322013	322014	Orc6	False
chrVII	999419	999420	Orc6	False
chrIII	197501	197502	Orc6	False
chrV	145658	145659	Orc6	False
chrX	744761	744762	Orc6	False
chrXIII	370922	370923	Orc6	False
chrXI	448308	448309	Orc6	False
chrVIII	168611	168612	Orc6	False
chrIX	310789	310790	Orc6	False
chrIII	39791	39792	Orc6	True
chrXVI	162521	162522	Orc6	False
chrV	569461	569462	Orc6	False
chrXIV	280101	280102	Orc6	False
chrIII	131951	131952	Orc6	False
chrII	812268	812269	Orc6	False
chrXVI	511718	511719	Orc6	False
chrXV	337439	337440	Orc6	False
chrIX	247956	247957	Orc6	True
chrI	70420	70421	Orc6	False
chrII	408036	408037	Orc6	False
chrXIII	535814	535815	Orc6	False
chrIV	212542	212543	Orc6	False
chrXIII	535759	535760	Orc6	False
chrXII	31610	31611	Orc6	True
chrXIV	89599	89600	Orc6	False
chrIX	33390	33391	Orc6	False
chrXI	581602	581603	Orc6	False
chrXII	243655	243656	Orc6	False
chrIV	329682	329683	Orc6	False
chrIV	86112	86113	Orc6	False
chrVII	1083519	1083520	Orc6	False
chrIV	1524515	1524516	Orc6	False
chrII	63050	63051	Orc6	False
chrXIII	31649	31650	Orc6	True
chrXI	389034	389035	Orc6	False
chrVII	834720	834721	Orc6	True
chrX	67670	67671	Orc6	False
chrVIII	45784	45785	Orc6	False
chrVIII	452322	452323	Orc6	True
chrXVI	942316	942317	Orc6	False
chrXVI	73187	73188	Orc6	False
chrXV	681307	681308	Orc6	False
chrXVI	563892	563893	Orc6	False
chrXIII	923446	923447	Orc6	False
chrVI	199423	199424	Orc6	False
chrIII	11452	11453	Orc6	False
chrXII	243981	243982	Orc6	True
chrVII	888380	888381	Orc6	False
chrXIII	183853	183854	Orc6	False
chrVII	508854	508855	Orc6	False
chrIV	1166178	1166179	Orc6	False
chrVII	352846	352847	Orc6	False
chrX	540637	540638	Orc6	False
chrVIII	64224	64225	Orc6	False
chrXIV	7532	7533	Orc6	False
chrI	124548	124549	Orc6	False
chrXV	309234	309235	Orc6	False
chrIX	214687	214688	Orc6	True
chrVII	883200	883201	Orc6	True
chrIX	357136	357137	Orc6	False
chrXVI	695381	695382	Orc6	False
chrIV	921642	921643	Orc6	True
chrIII	315729	315730	Orc6	False
chrXII	603098	603099	Orc6	False
chrXI	517072	517073	Orc6	False
chrX	442669	442670	Orc6	False
chrXIV	449563	449564	Orc6	False
chrIV	1276305	1276306	Orc6	False
chrXIII	263147	263148	Orc6	False
chrII	792220	792221	Orc6	False
chrIV	629208	629209	Orc6	False
chrVIII	392236	392237	Orc6	False
chrXI	326792	326793	Orc6	True
chrXII	888711	888712	Orc6	False
chrXII	513066	513067	Orc6	False
chrXI	153103	153104	Orc6	False
chrIV	1404273	1404274	Orc6	False
chrII	223099	223100	Orc6	True
chrII	704297	704298	Orc6	False
chrVII	286017	286018	Orc6	False
chrI	229378	229379	Orc6	False
chrIX	73911	73912	Orc6	False
chrIV	1524555	1524556	Orc6	False
chrV	439079	439080	Orc6	False
chrVII	112125	112126	Orc6	False
chrVII	64446	64447	Orc6	False
chrXIII	554548	554549	Orc6	False
chrX	612936	612937	Orc6	False
chrII	198402	198403	Orc6	False
chrXIV	561319	561320	Orc6	False
chrIV	435099	435100	Orc6	False
chrII	478688	478689	Orc6	True
chrV	173773	173774	Orc6	False
chrV	212480	212481	Orc6	False
chrXII	412949	412950	Orc6	False
chrXII	1024142	1024143	Orc6	False
chrIII	194317	194318	Orc6	False
chrXV	908663	908664	Orc6	False
chrIII	74451	74452	Orc6	False
chrIV	505472	505473	Orc6	False
chrVI	269632	269633	Orc6	False
chrIV	1057987	1057988	Orc6	False
chrVIII	556057	556058	Orc6	False
chrXIV	691626	691627	Orc6	False
chrXI	98395	98396	Orc6	True
chrXII	660276	660277	Orc6	False
chrIX	412041	412042	Orc6	True
chrXIV	635812	635813	Orc6	False
chrIII	148551	148552	Orc6	True
chrXIV	169705	169706	Orc6	False
chrV	59465	59466	Orc6	False
chrV	278137	278138	Orc6	True
chrVII	421533	421534	Orc6	False
chrXIII	39507	39508	Orc6	True
chrXVI	454117	454118	Orc6	True
chrXII	412823	412824	Orc6	False
chrII	6904	6905	Orc6	False
chrXIII	805146	805147	Orc6	False
chrXII	745089	745090	Orc6	False
chrXI	998	999	Orc6	False
chrXIV	196194	196195	Orc6	False
chrII	223758	223759	Orc6	True
chrXV	497189	497190	Orc6	False
chrXI	612391	612392	Orc6	False
chrXV	72667	72668	Orc6	True
chrIII	13131	13132	Orc6	False
chrIV	1404408	1404409	Orc6	False
chrIX	8017	8018	Orc6	False
chrVII	481961	481962	Paf1	True
chrVII	481461	481462	Paf1	True
chrII	478481	478482	Paf1	True
chrVII	480499	480500	Paf1	True
chrVII	482408	482409	Paf1	True
chrVII	883066	883067	Paf1	True
chrXIII	24979	24980	Paf1	True
chrI	72587	72588	Paf1	True
chrVII	479995	479996	Paf1	True
chrXV	620669	620670	Paf1	True
chrVIII	35610	35611	Paf1	True
chrII	477981	477982	Paf1	True
chrXII	637667	637668	Paf1	True
chrXV	621157	621158	Paf1	True
chrXII	838990	838991	Paf1	True
chrXV	160272	160273	Paf1	True
chrXIII	25489	25490	Paf1	True
chrVII	481011	481012	Paf1	True
chrII	478171	478172	Paf1	True
chrXI	326674	326675	Paf1	True
chrXIII	24479	24480	Paf1	True
chrXVI	701046	701047	Paf1	True
chrXV	159813	159814	Paf1	True
chrXVI	701476	701477	Paf1	True
chrVII	883365	883366	Paf1	True
chrXII	96715	96716	Paf1	True
chrXII	233661	233662	Paf1	True
chrXII	96225	96226	Paf1	True
chrXII	233431	233432	Paf1	True
chrVII	480931	480932	Paf1	True
chrXVI	701766	701767	Paf1	True
chrXII	283316	283317	Paf1	True
chrXVI	700876	700877	Paf1	True
chrXVI	303858	303859	Paf1	True
chrXII	232931	232932	Paf1	True
chrVIII	452155	452156	Paf1	True
chrXII	638147	638148	Paf1	True
chrXII	806230	806231	Paf1	True
chrXV	622208	622209	Paf1	True
chrXV	620178	620179	Paf1	True
chrXVI	700966	700967	Paf1	True
chrII	301058	301059	Paf1	True
chrI	140774	140775	Paf1	True
chrI	73077	73078	Paf1	True
chrVIII	35100	35101	Paf1	False
chrXVI	432929	432930	Paf1	True
chrXII	806718	806719	Paf1	True
chrVIII	451685	451686	Paf1	True
chrII	478821	478822	Paf1	True
chrXII	639123	639124	Paf1	True
chrIV	44799	44800	Paf1	True
chrXVI	433419	433420	Paf1	True
chrX	652369	652370	Paf1	True
chrVII	883525	883526	Paf1	True
chrVIII	451855	451856	Paf1	True
chrXII	95755	95756	Paf1	True
chrXII	638637	638638	Paf1	True
chrXIII	297942	297943	Paf1	False
chrII	88728	88729	Paf1	True
chrV	68131	68132	Paf1	True
chrXIV	252792	252793	Paf1	True
chrXII	838440	838441	Paf1	True
chrXVI	173486	173487	Paf1	True
chrXV	29031	29032	Paf1	True
chrIII	138319	138320	Paf1	True
chrVIII	35470	35471	Paf1	True
chrIV	1237255	1237256	Paf1	True
chrIV	1236786	1236787	Paf1	True
chrXII	637197	637198	Paf1	True
chrXV	622709	622710	Paf1	True
chrXI	327034	327035	Paf1	True
chrII	168828	168829	Paf1	True
chrII	477941	477942	Paf1	True
chrXII	369770	369771	Paf1	True
chrII	681157	681158	Paf1	False
chrXI	163699	163700	Paf1	True
chrXI	327184	327185	Paf1	True
chrXV	444968	444969	Paf1	True
chrXVI	701355	701356	Paf1	True
chrXI	283697	283698	Paf1	True
chrX	139765	139766	Paf1	False
chrXII	499335	499336	Paf1	True
chrVI	82860	82861	Paf1	True
chrII	375338	375339	Paf1	True
chrIII	138779	138780	Paf1	True
chrII	681538	681539	Paf1	False
chrI	72247	72248	Paf1	True
chrII	300570	300571	Paf1	True
chrX	76249	76250	Paf1	True
chrXIII	297572	297573	Paf1	False
chrXIII	25249	25250	Paf1	True
chrIV	556147	556148	Paf1	True
chrVII	882767	882768	Paf1	False
chrXV	110516	110517	Paf1	True
chrXVI	795659	795660	Paf1	True
chrXI	164008	164009	Paf1	True
chrXVI	433919	433920	Paf1	True
chrXI	109966	109967	Paf1	True
chrXV	623179	623180	Paf1	True
chrXIV	303269	303270	Paf1	True
chrI	140273	140274	Paf1	True
chrXII	838640	838641	Paf1	True
chrXII	283561	283562	Paf1	True
chrXV	1028260	1028261	Paf1	True
chrVIII	126911	126912	Paf1	True
chrV	363465	363466	Paf1	True
chrVI	83360	83361	Paf1	True
chrVIII	452636	452637	Paf1	True
chrXII	97105	97106	Paf1	True
chrXV	780556	780557	Paf1	False
chrVIII	148363	148364	Paf1	True
chrXIII	499938	499939	Paf1	True
chrXII	856177	856178	Paf1	False
chrXII	838850	838851	Paf1	True
chrXII	233819	233820	Paf1	True
chrXIII	123838	123839	Paf1	True
chrX	121215	121216	Paf1	True
chrXV	623669	623670	Paf1	True
chrVIII	35753	35754	Paf1	True
chrII	46088	46089	Paf1	True
chrVIII	504703	504704	Paf1	True
chrI	72128	72129	Paf1	True
chrXIV	230357	230358	Paf1	False
chrII	169278	169279	Paf1	True
chrXIII	887596	887597	Paf1	True
chrXII	856635	856636	Paf1	True
chrVIII	382222	382223	Paf1	True
chrV	397096	397097	Paf1	True
chrXV	445648	445649	Paf1	True
chrXII	233151	233152	Paf1	True
chrVII	479565	479566	Paf1	False
chrIV	322743	322744	Paf1	True
chrVII	311710	311711	Paf1	True
chrXVI	377687	377688	Paf1	True
chrVII	277909	277910	Paf1	True
chrXIII	633389	633390	Paf1	True
chrXV	445378	445379	Paf1	True
chrIX	69052	69053	Paf1	True
chrXIV	500184	500185	Paf1	True
chrXV	160103	160104	Paf1	True
chrVII	311350	311351	Paf1	True
chrXV	900824	900825	Paf1	True
chrXIV	494229	494230	Paf1	True
chrIV	1237746	1237747	Paf1	True
chrXI	520185	520186	Paf1	True
chrXIII	753861	753862	Paf1	True
chrIX	317207	317208	Paf1	True
chrIV	580245	580246	Paf1	True
chrVIII	127383	127384	Paf1	True
chrXVI	795243	795244	Paf1	True
chrXVI	303538	303539	Paf1	True
chrXIII	223449	223450	Paf1	True
chrX	454085	454086	Paf1	True
chrXIV	494629	494630	Paf1	True
chrIX	317697	317698	Paf1	True
chrXIII	500432	500433	Paf1	True
chrXII	97205	97206	Paf1	True
chrVII	437670	437671	Paf1	True
chrXV	159603	159604	Paf1	True
chrXII	838161	838162	Paf1	True
chrXI	259550	259551	Paf1	False
chrX	702703	702704	Paf1	True
chrIX	256696	256697	Paf1	True
chrVII	311830	311831	Paf1	True
chrXIII	147011	147012	Paf1	True
chrXV	29540	29541	Paf1	True
chrXIV	62083	62084	Paf1	True
chrIX	69383	69384	Paf1	True
chrVIII	452355	452356	Paf1	True
chrXVI	282398	282399	Paf1	True
chrXII	202160	202161	Paf1	True
chrIV	601753	601754	Paf1	True
chrXI	283199	283200	Paf1	True
chrVIII	75721	75722	Paf1	True
chrXIII	552338	552339	Paf1	True
chrXV	30979	30980	Paf1	True
chrXIII	24072	24073	Paf1	True
chrIV	579934	579935	Paf1	True
chrIV	44409	44410	Paf1	True
chrVII	787787	787788	Paf1	False
chrXVI	75891	75892	Paf1	True
chrII	374908	374909	Paf1	True
chrXV	506562	506563	Paf1	True
chrXV	621638	621639	Paf1	True
chrXII	242696	242697	Paf1	True
chrIV	45279	45280	Paf1	True
chrXVI	654586	654587	Paf1	True
chrIV	472717	472718	Paf1	True
chrXV	576289	576290	Paf1	True
chrII	556711	556712	Paf1	True
chrIV	356479	356480	Paf1	True
chrXIV	506876	506877	Paf1	True
chrXII	781015	781016	Paf1	False
chrIV	1489578	1489579	Paf1	False
chrV	67671	67672	Paf1	True
chrXVI	406976	406977	Paf1	True
chrX	521321	521322	Paf1	True
chrXII	1018599	1018600	Paf1	True
chrXIII	633879	633880	Paf1	True
chrII	374408	374409	Paf1	True
chrII	333725	333726	Paf1	True
chrXII	639621	639622	Paf1	True
chrXIII	123385	123386	Paf1	True
chrIV	1489449	1489450	Paf1	True
chrXV	678435	678436	Paf1	True
chrXV	93946	93947	Paf1	True
chrXIII	297452	297453	Paf1	False
chrXIII	146750	146751	Paf1	True
chrXV	445201	445202	Paf1	True
chrXV	621698	621699	Paf1	True
chrXIV	500044	500045	Paf1	True
chrVII	438069	438070	Paf1	False
chrXII	243196	243197	Paf1	True
chrXIV	331951	331952	Paf1	True
chrXIV	303042	303043	Paf1	True
chrIV	1244882	1244883	Paf1	True
chrII	236845	236846	Paf1	True
chrXII	712789	712790	Paf1	True
chrX	74035	74036	Paf1	True
chrXV	30037	30038	Paf1	True
chrI	142894	142895	Paf1	True
chrXIV	64238	64239	Paf1	True
chrIV	1244411	1244412	Paf1	True
chrX	121715	121716	Paf1	False
chrII	89137	89138	Paf1	False
chrXVI	378085	378086	Paf1	True
chrXII	369851	369852	Paf1	True
chrVIII	505235	505236	Paf1	True
chrIV	601251	601252	Paf1	True
chrXII	369250	369251	Paf1	True
chrX	652200	652201	Paf1	True
chrII	680768	680769	Paf1	False
chrXIII	511622	511623	Paf1	False
chrXIII	298413	298414	Paf1	False
chrIX	99133	99134	Paf1	True
chrVI	83846	83847	Paf1	True
chrIX	25480	25481	Paf1	True
chrII	592041	592042	Paf1	True
chrXI	109517	109518	Paf1	True
chrXIII	552823	552824	Paf1	True
chrIX	98634	98635	Paf1	True
chrXIV	282695	282696	Paf1	True
chrXV	575839	575840	Paf1	True
chrIII	162886	162887	Paf1	False
chrII	606566	606567	Paf1	True
chrIV	45728	45729	Paf1	True
chrVII	24858	24859	Paf1	True
chrV	306695	306696	Paf1	True
chrXVI	719043	719044	Paf1	False
chrII	414439	414440	Paf1	True
chrV	269843	269844	Paf1	True
chrXI	158946	158947	Paf1	True
chrXV	110645	110646	Paf1	False
chrX	702235	702236	Paf1	True
chrXIII	888056	888057	Paf1	True
chrIV	1243981	1243982	Paf1	True
chrII	393332	393333	Paf1	True
chrX	652554	652555	Paf1	True
chrIV	555993	555994	Paf1	True
chrIV	491853	491854	Paf1	True
chrV	86046	86047	Paf1	True
chrII	414930	414931	Paf1	True
chrV	52720	52721	Paf1	True
chrIV	1239766	1239767	Paf1	True
chrIV	1360711	1360712	Paf1	True
chrIV	472308	472309	Paf1	True
chrIX	25610	25611	Paf1	True
chrV	322615	322616	Paf1	False
chrII	45898	45899	Paf1	False
chrIV	340854	340855	Paf1	False
chrXI	164124	164125	Paf1	True
chrV	283906	283907	Paf1	True
chrXIII	220491	220492	Paf1	True
chrXI	284206	284207	Paf1	True
chrXIII	159700	159701	Paf1	False
chrIV	1236906	1236907	Paf1	True
chrXVI	407397	407398	Paf1	True
chrX	120945	120946	Paf1	True
chrXII	202320	202321	Paf1	True
chrXV	1028385	1028386	Paf1	True
chrX	228180	228181	Paf1	False
chrXV	779063	779064	Paf1	True
chrII	605286	605287	Paf1	True
chrVII	365689	365690	Paf1	True
chrIX	255436	255437	Paf1	True
chrXI	555450	555451	Paf1	True
chrIII	138148	138149	Paf1	True
chrXII	931386	931387	Paf1	True
chrXIV	62591	62592	Paf1	True
chrXI	432563	432564	Paf1	True
chrIV	579746	579747	Paf1	True
chrXVI	646219	646220	Paf1	False
chrII	604926	604927	Paf1	True
chrXV	867420	867421	Paf1	True
chrXIV	253292	253293	Paf1	True
chrVII	278148	278149	Paf1	True
chrVII	311240	311241	Paf1	True
chrXII	199125	199126	Paf1	False
chrVII	148631	148632	Paf1	False
chrXII	369040	369041	Paf1	True
chrII	46348	46349	Paf1	True
chrI	72058	72059	Paf1	True
chrXII	673716	673717	Paf1	False
chrXV	723302	723303	Paf1	True
chrXV	723792	723793	Paf1	True
chrVI	221023	221024	Paf1	True
chrXIV	506388	506389	Paf1	True
chrVII	883595	883596	Paf1	True
chrXII	232631	232632	Paf1	True
chrXV	28751	28752	Paf1	True
chrXII	263511	263512	Paf1	True
chrVII	556108	556109	Paf1	True
chrIV	356002	356003	Paf1	True
chrX	453806	453807	Paf1	True
chrVII	482575	482576	Paf1	True
chrXII	857092	857093	Paf1	True
chrI	142444	142445	Paf1	True
chrVIII	148104	148105	Paf1	True
chrV	363175	363176	Paf1	True
chrIX	25930	25931	Paf1	True
chrIX	255798	255799	Paf1	True
chrX	520857	520858	Paf1	True
chrV	68630	68631	Paf1	True
chrXII	709889	709890	Paf1	True
chrXI	618404	618405	Paf1	True
chrI	142644	142645	Paf1	True
chrXV	80956	80957	Paf1	True
chrII	681388	681389	Paf1	False
chrIV	1360269	1360270	Paf1	True
chrVI	223358	223359	Paf1	True
chrXV	93656	93657	Paf1	True
chrX	156944	156945	Paf1	True
chrXIV	575660	575661	Paf1	True
chrII	255365	255366	Paf1	False
chrXI	159190	159191	Paf1	True
chrV	86187	86188	Paf1	True
chrXV	31636	31637	Paf1	False
chrII	478950	478951	Paf1	True
chrIX	322717	322718	Paf1	True
chrXII	232470	232471	Paf1	True
chrXVI	282738	282739	Paf1	True
chrIV	118287	118288	Paf1	True
chrXII	729244	729245	Paf1	True
chrIV	130207	130208	Paf1	False
chrIX	232032	232033	Paf1	True
chrVII	727284	727285	Paf1	True
chrXI	520495	520496	Paf1	True
chrV	68451	68452	Paf1	True
chrXII	522976	522977	Paf1	True
chrXII	48311	48312	Paf1	True
chrXV	253328	253329	Paf1	True
chrXIII	632872	632873	Paf1	True
chrXV	31179	31180	Paf1	True
chrXIII	550904	550905	Paf1	True
chrII	394293	394294	Paf1	True
chrVII	442610	442611	Paf1	True
chrXIV	89337	89338	Paf1	False
chrIV	309803	309804	Paf1	True
chrIV	1450508	1450509	Paf1	True
chrXI	519854	519855	Paf1	True
chrVII	727758	727759	Paf1	False
chrXVI	281182	281183	Paf1	False
chrXI	326554	326555	Paf1	True
chrXVI	303378	303379	Paf1	True
chrXV	92252	92253	Paf1	True
chrV	299359	299360	Paf1	True
chrIV	307448	307449	Paf1	True
chrIV	1402464	1402465	Paf1	True
chrV	52898	52899	Paf1	True
chrXIII	651731	651732	Paf1	True
chrXII	709399	709400	Paf1	True
chrXII	499177	499178	Paf1	True
chrVII	648495	648496	Paf1	True
chrV	299850	299851	Paf1	True
chrX	520388	520389	Paf1	True
chrI	139893	139894	Paf1	True
chrXV	877439	877440	Paf1	True
chrXIII	499510	499511	Paf1	True
chrXIII	753453	753454	Paf1	True
chrIV	1301890	1301891	Paf1	True
chrVI	53435	53436	Paf1	True
chrV	269437	269438	Paf1	True
chrXIII	634258	634259	Paf1	True
chrVII	787367	787368	Paf1	True
chrXV	30536	30537	Paf1	True
chrIV	1329561	1329562	Paf1	True
chrXVI	642661	642662	Paf1	True
chrIX	256315	256316	Paf1	True
chrXIII	762713	762714	Paf1	False
chrVI	223487	223488	Paf1	False
